customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count,tenure_days,churn_risk,complaints_total,escalated_any,avg_csat,score_decile
3033-PIGEY,2025-02-10,Paid,2027-02-10,Premium,Monthly,,,25.99,748,52,0,sanjay,India,Kerala,Male,2006-04-18,,0,,,575.0,med,0,0,,6
3035-SLMQJ,2020-02-19,Organic,2027-02-19,Premium,Annual,,,22.99,2295,3,0,ruchi,India,Uttar Pradesh,Male,1966-07-08,2026-06-29,0,70.0,1.0,2393.0,low,1,0,70.0,1
3050-AXIUF,2022-11-20,Paid,2026-11-20,Premium,Monthly,,,22.99,1115,42,0,meera,India,Telangana,Female,1997-12-15,,0,,,1388.0,low,0,0,,4
3061-JIQTC,2019-12-08,Paid,2026-12-08,Standard,Annual,,,15.99,1745,36,0,divya,India,Delhi,Male,1991-10-28,2025-07-24,1,30.0,1.0,2466.0,low,1,1,30.0,3
3061-PFZZG,2020-10-08,Paid,2026-10-08,Basic,Monthly,2026-02-14,Too expensive,7.99,476,60,1,rahul,India,Maharashtra,Female,1967-06-11,,0,,,1955.0,med,0,0,,8
3063-EGXYB,2024-08-08,Refferal,2027-08-08,Standard,Monthly,,,13.99,544,50,0,rakesh,India,Gujarat,Male,1973-11-01,,0,,,761.0,med,0,0,,6
3072-QIKGI,2022-09-14,Paid,2026-09-14,Premium,Annual,,,22.99,1802,46,0,sanjay,India,Maharashtra,Male,1978-08-13,2026-08-23,0,100.0,1.0,1455.0,low,1,0,100.0,5
3077-EOXWG,2021-08-01,Organic,2027-08-01,Basic,Annual,,,6.99,729,33,0,geetha,India,Delhi,Female,2006-11-18,2023-05-30,1,40.0,1.0,1864.0,low,1,1,40.0,3
3078-DEKNX,2026-02-17,Refferal,2027-02-17,Premium,Monthly,2026-05-23,Too expensive,25.99,79,54,1,divya,India,Maharashtra,Male,1980-03-17,2026-04-24,1,40.0,1.0,95.0,med,1,1,40.0,6
3081-KHTDF,2021-12-20,Refferal,2026-12-20,Premium,Annual,,,25.99,1940,4,0,farah,India,Karnataka,Female,1981-05-16,,0,,,1723.0,low,0,0,,1
3087-NRNNP,2023-06-01,Paid,2027-06-01,Premium,Monthly,,,22.99,952,40,0,vikram,India,Gujarat,Male,1992-03-21,,0,,,1195.0,low,0,0,,4
3089-IMOIF,2026-06-08,Paid,2027-06-08,Premium,Annual,,,25.99,953,29,0,amit,India,Gujarat,Female,1972-12-13,,0,,,92.0,low,0,0,,2
3115-UCHDM,2020-07-07,Organic,2027-07-07,Standard,Monthly,,,13.99,1284,46,0,kiran,India,Tamil Nadu,Male,1963-08-18,,0,,,2254.0,low,0,0,,5
3131-TFMGM,2024-10-18,Paid,2026-10-18,Standard,Monthly,,,13.99,432,42,0,harsh,India,Maharashtra,Female,1995-09-27,,0,,,690.0,low,0,0,,4
3142-FTRGR,2020-06-19,Organic,2027-06-19,Premium,Monthly,,,22.99,2369,61,0,pragya,India,Tamil Nadu,Female,1992-05-19,2025-10-29,0,100.0,2.0,2272.0,med,2,1,75.0,8
3154-LAHNX,2025-03-20,Paid,2026-03-20,Basic,Monthly,2025-06-07,Billing issue,6.99,60,56,1,rakesh,India,Tamil Nadu,Male,1992-03-08,,0,,,79.0,med,0,0,,7
3160-VYZAT,2022-10-31,Organic,2023-10-31,Basic,Monthly,2023-05-09,Too expensive,6.99,60,61,1,sonal,India,West Bengal,Male,1967-10-11,2023-03-20,0,60.0,1.0,190.0,med,1,0,60.0,8
3165-EGAPY,2024-01-18,Paid,2026-01-18,Premium,Monthly,2026-01-15,Too expensive,25.99,565,68,1,deepak,India,Telangana,Male,2004-03-27,2024-04-26,0,40.0,1.0,728.0,med,1,0,40.0,9
3194-CLQIY,2020-05-01,Organic,2027-05-01,Standard,Annual,,,13.99,1408,41,0,imran,India,Uttar Pradesh,Female,1964-06-04,2022-06-08,1,80.0,1.0,2321.0,low,1,1,80.0,4
3204-ZMNLD,2019-11-27,Organic,2026-11-27,Standard,Monthly,,,13.99,1126,56,0,vaishnavi,India,Uttar Pradesh,Female,1970-03-08,2022-09-24,0,80.0,2.0,2477.0,med,2,0,80.0,7
3207-UPUQQ,2021-03-16,Organic,2026-03-16,Basic,Monthly,2025-11-26,Switched to competitor,6.99,389,64,1,tanvi,India,Bihar,Male,1984-12-03,2023-11-12,0,40.0,3.0,1716.0,med,3,0,50.0,8
3231-KMBSC,2020-09-01,Paid,2027-09-01,Standard,Monthly,,,15.99,1444,55,0,vaishnavi,India,Rajasthan,Male,1979-01-06,,0,,,2198.0,med,0,0,,7
3231-NZWVM,2021-03-19,Organic,2027-03-19,Premium,Annual,,,25.99,1990,20,0,nandini,India,Uttar Pradesh,Female,1965-07-27,,0,,,1999.0,low,0,0,,1
3237-KTVAJ,2024-08-07,Paid,2027-08-07,Standard,Monthly,,,13.99,522,71,0,aisha,India,Uttar Pradesh,Male,1971-09-22,2026-01-10,0,70.0,2.0,762.0,high,2,0,65.0,9
3246-AZPGT,2020-02-19,Organic,2027-02-19,Standard,Monthly,,,15.99,1634,62,0,vaishnavi,India,Maharashtra,Female,1994-10-28,2023-09-13,1,60.0,1.0,2393.0,med,1,1,60.0,8
3248-ESBNS,2022-11-30,Paid,2026-11-30,Standard,Annual,,,13.99,1045,33,0,imran,India,Madhya Pradesh,Male,2005-01-07,,0,,,1378.0,low,0,0,,3
3249-RDRTR,2024-03-29,Organic,2027-03-29,Premium,Monthly,,,22.99,919,32,0,kabir,India,Delhi,Female,1976-02-14,,0,,,893.0,low,0,0,,3
3251-GRXDU,2025-04-27,Refferal,2027-04-27,Premium,Annual,,,25.99,1013,8,0,varun,India,Delhi,Female,2001-11-15,,0,,,499.0,low,0,0,,1
3252-ZGKBU,2021-08-20,Organic,2024-08-20,Standard,Monthly,2023-12-18,Switched to competitor,13.99,430,70,1,prateek,India,Nagaland,Male,2003-07-24,2023-03-18,1,10.0,1.0,850.0,high,1,1,10.0,9
3254-LOQGP,2024-09-17,Organic,2025-09-17,Standard,Annual,2024-11-26,Technical problems,15.99,60,32,1,sanjay,India,West Bengal,Male,1960-04-09,,0,,,70.0,low,0,0,,3
3262-JRLTK,2022-01-16,Organic,2023-01-16,Basic,Monthly,2022-06-04,Moved to family plan,7.99,60,73,1,swati,India,Maharashtra,Male,1985-05-31,2022-03-05,1,40.0,1.0,139.0,high,1,1,40.0,10
3273-TFNOT,2026-03-23,Organic,2027-03-23,Standard,Annual,,,13.99,443,39,0,vivek,India,Maharashtra,Female,1976-10-25,,0,,,169.0,low,0,0,,4
3274-SQROR,2022-03-03,Paid,2027-03-03,Basic,Annual,,,7.99,727,42,0,shreya,India,Maharashtra,Male,1997-08-23,,0,,,1650.0,low,0,0,,4
3280-NEWST,2022-02-11,Organic,2027-02-11,Standard,Monthly,,,15.99,979,46,0,chitra,India,Telangana,Female,2003-08-21,,0,,,1670.0,low,0,0,,5
3284-NHMLN,2022-12-14,Refferal,2026-12-14,Standard,Monthly,,,13.99,734,38,0,siddharth,India,Maharashtra,Female,2004-09-18,2023-06-30,0,70.0,1.0,1364.0,low,1,0,70.0,4
3298-AUNIN,2022-01-05,Paid,2025-01-05,Basic,Monthly,2024-10-23,No longer needed,7.99,228,77,1,pooja,India,Madhya Pradesh,Male,1990-01-17,,0,,,1022.0,high,0,0,,10
3304-BUDJF,2019-08-13,Organic,2026-08-13,Basic,Monthly,2026-01-25,Poor service quality,7.99,651,60,1,vikram,India,Madhya Pradesh,Female,2007-10-20,,0,,,2357.0,med,0,0,,8
3322-EIRBI,2020-09-19,Paid,2023-09-19,Basic,Annual,2023-02-17,Poor service quality,6.99,192,53,1,yash,India,Telangana,Male,1987-04-20,,0,,,881.0,med,0,0,,6
3336-ARFTN,2023-07-24,Organic,2027-07-24,Basic,Annual,,,6.99,398,51,0,anjali,India,Gujarat,Female,1992-02-04,,0,,,1142.0,med,0,0,,6
3342-NTPYW,2020-06-25,Organic,2027-06-25,Standard,Annual,,,13.99,1276,9,0,pallavi,India,Delhi,Male,1982-03-18,,0,,,2266.0,low,0,0,,1
3343-ACCUS,2019-11-23,Organic,2026-11-23,Basic,Annual,,,6.99,800,16,0,mohan,India,Maharashtra,Female,1979-03-17,,0,,,2481.0,low,0,0,,1
3355-TCBWP,2025-07-19,Organic,2027-07-19,Basic,Annual,,,6.99,241,7,0,harsh,India,West Bengal,Female,1993-11-05,,0,,,416.0,low,0,0,,1
3380-JJKTD,2024-02-18,Organic,2027-02-18,Premium,Annual,,,22.99,1144,42,0,keshav,India,Maharashtra,Female,1986-11-15,2024-06-14,1,60.0,1.0,933.0,low,1,1,60.0,4
3381-QTVIE,2021-05-26,Refferal,2025-05-26,Basic,Monthly,2024-10-31,Technical problems,7.99,365,57,1,isha,India,Maharashtra,Female,2004-03-22,,0,,,1254.0,med,0,0,,7
3389-ZJXMS,2023-01-09,Paid,2027-01-09,Premium,Monthly,,,22.99,1238,68,0,vivek,India,Delhi,Male,1993-04-04,2023-06-13,1,70.0,1.0,1338.0,med,1,1,70.0,9
3393-SXUAR,2025-09-23,Refferal,2026-09-23,Standard,Monthly,,,15.99,401,41,0,divya,India,Maharashtra,Female,1961-04-06,2026-05-23,0,100.0,1.0,350.0,low,1,0,100.0,4
3396-JEEGM,2023-04-29,Organic,2027-04-29,Standard,Monthly,,,15.99,786,57,0,rakesh,India,Tamil Nadu,Female,1960-08-02,2025-07-21,0,40.0,2.0,1228.0,med,2,0,60.0,7
3400-FMPMF,2024-01-11,Refferal,2027-01-11,Standard,Monthly,,,13.99,600,47,0,keshav,India,West Bengal,Female,1984-06-24,,0,,,971.0,low,0,0,,5
3404-YLSCQ,2021-06-06,Organic,2024-06-06,Basic,Monthly,2024-04-15,Too expensive,7.99,279,71,1,ritu,India,Kerala,Male,1962-12-28,2022-12-14,0,20.0,2.0,1044.0,high,2,0,40.0,9
3417-IICPA,2023-01-07,Organic,2027-01-07,Premium,Monthly,,,25.99,1668,62,0,nandini,India,Telangana,Male,1983-09-18,2024-12-31,1,40.0,1.0,1340.0,med,1,1,40.0,8
3422-GYPKF,2025-09-10,Refferal,2026-09-10,Premium,Monthly,,,22.99,610,52,0,nikhil,India,Punjab,Female,2001-06-23,2026-01-03,0,70.0,1.0,363.0,med,1,0,70.0,6
3426-MWTQW,2026-05-03,Organic,2027-05-03,Basic,Monthly,2026-08-11,Billing issue,6.99,60,63,1,sanjay,India,Tamil Nadu,Male,1966-11-18,2026-08-03,0,60.0,1.0,100.0,med,1,0,60.0,8
3427-OFLNQ,2024-08-23,Paid,2026-08-23,Premium,Monthly,2026-04-25,No longer needed,25.99,482,79,1,akash,India,Punjab,Female,1988-11-15,2025-09-08,1,10.0,1.0,610.0,high,1,1,10.0,10
3432-TVJOA,2025-07-28,Refferal,2026-07-28,Standard,Monthly,2025-11-06,Moved to family plan,15.99,60,71,1,shreya,India,Uttar Pradesh,Female,1978-12-17,2025-11-03,0,30.0,4.0,101.0,high,4,0,42.5,9
3433-KSGXT,2020-06-13,Paid,2027-06-13,Premium,Monthly,,,25.99,2435,42,0,smita,India,Karnataka,Female,1976-10-17,2025-02-26,0,80.0,1.0,2278.0,low,1,0,80.0,4
3438-JGBNJ,2024-10-04,Paid,2026-10-04,Premium,Annual,,,25.99,1488,43,0,chitra,India,Madhya Pradesh,Male,1993-01-04,2026-08-30,0,60.0,1.0,704.0,low,1,0,60.0,5
3440-DCJCB,2022-03-04,Organic,2026-03-04,Basic,Annual,2025-03-22,Poor service quality,6.99,292,41,1,sonal,India,Delhi,Female,1972-04-22,,0,,,1114.0,low,0,0,,4
3475-LZFHK,2025-10-12,Organic,2026-10-12,Premium,Monthly,2026-07-07,Switched to competitor,22.99,203,66,1,kiran,India,Maharashtra,Male,1983-01-21,2026-05-22,1,10.0,1.0,268.0,med,1,1,10.0,9
3485-CKGZN,2023-07-18,Refferal,2027-07-18,Premium,Monthly,,,22.99,1218,51,0,pragya,India,Delhi,Male,1990-10-01,2024-10-09,0,100.0,2.0,1148.0,med,2,0,85.0,6
3485-OEKTH,2020-01-15,Organic,2027-01-15,Standard,Monthly,,,13.99,1383,61,0,vaishnavi,India,Tamil Nadu,Female,1993-05-28,,0,,,2428.0,med,0,0,,8
3508-FOAHL,2022-02-09,Organic,2027-02-09,Basic,Monthly,2026-04-28,Billing issue,6.99,360,50,1,anjali,India,Tamil Nadu,Male,1972-02-11,2025-10-24,0,40.0,2.0,1539.0,med,2,0,40.0,6
3508-OPSOQ,2024-08-20,Organic,2026-08-20,Premium,Monthly,2025-11-05,Switched to competitor,22.99,342,72,1,trisha,India,Uttar Pradesh,Male,1996-08-26,2025-01-05,1,10.0,1.0,442.0,high,1,1,10.0,9
3510-FPYXO,2021-05-14,Refferal,2027-05-14,Standard,Annual,,,13.99,1272,17,0,nikhil,India,Haryana,Male,2002-05-08,2022-01-01,0,80.0,1.0,1943.0,low,1,0,80.0,1
3512-YBNUN,2023-02-13,Paid,2024-02-13,Basic,Monthly,2023-10-21,Technical problems,7.99,60,96,1,keshav,India,Delhi,Male,1965-04-24,2023-09-17,1,40.0,2.0,250.0,high,2,1,30.0,10
3515-EKOVJ,2025-01-05,Paid,2026-01-05,Premium,Monthly,2025-12-14,Switched to competitor,25.99,269,54,1,rakesh,India,Uttar Pradesh,Female,1992-03-04,,0,,,343.0,med,0,0,,6
3532-QYQMH,2019-08-06,Refferal,2027-08-06,Standard,Annual,,,13.99,1423,4,0,sonal,India,Tamil Nadu,Male,1977-01-13,,0,,,2590.0,low,0,0,,1
3548-YPBKD,2020-01-06,Organic,2027-01-06,Premium,Monthly,,,25.99,1912,40,0,mayank,India,Kerala,Male,1973-05-22,2022-06-02,0,90.0,1.0,2437.0,low,1,0,90.0,4
3596-ZGERF,2022-08-27,Refferal,2025-08-27,Standard,Monthly,2025-05-01,Technical problems,15.99,523,70,1,deepak,India,Karnataka,Female,1967-06-04,2022-10-19,1,40.0,1.0,978.0,high,1,1,40.0,9
3597-DEYCM,2026-06-14,Organic,2027-06-14,Basic,Monthly,2026-07-24,Billing issue,6.99,60,58,1,siddharth,India,Maharashtra,Male,1977-02-18,,0,,,40.0,med,0,0,,7
3612-YSJTT,2023-10-05,Organic,2026-10-05,Premium,Annual,,,22.99,1534,33,0,ritu,India,Uttar Pradesh,Female,1974-04-28,2025-08-12,1,70.0,2.0,1069.0,low,2,1,70.0,3
3619-YQDXU,2023-01-11,Organic,2027-01-11,Standard,Monthly,2026-07-16,No longer needed,15.99,775,43,1,deepak,India,Gujarat,Female,1967-08-23,,0,,,1282.0,low,0,0,,5
3625-KHFRV,2020-01-26,Refferal,2027-01-26,Standard,Annual,,,13.99,1709,22,0,farah,India,Kerala,Female,1962-05-17,,0,,,2417.0,low,0,0,,2
3637-VAXOD,2021-06-21,Refferal,2027-06-21,Standard,Annual,,,13.99,1450,33,0,neha,India,Telangana,Female,2005-06-15,,0,,,1905.0,low,0,0,,3
3643-XGNRQ,2025-02-07,Paid,2026-02-07,Basic,Monthly,2025-07-08,Moved to family plan,7.99,60,64,1,farah,India,Rajasthan,Male,1972-10-10,2025-02-24,1,10.0,1.0,151.0,med,1,1,10.0,8
3649-MQQAW,2023-01-21,Organic,2027-01-21,Standard,Annual,,,15.99,921,48,0,neha,India,Tamil Nadu,Female,1999-06-28,,0,,,1326.0,low,0,0,,5
3664-LYOND,2025-05-30,Organic,2027-05-30,Standard,Monthly,2026-07-14,No longer needed,13.99,209,74,1,nisha,India,Maharashtra,Male,1965-05-19,2026-05-26,0,30.0,2.0,410.0,high,2,1,35.0,10
3693-ZMYRB,2023-04-26,Paid,2027-04-26,Premium,Monthly,,,25.99,1559,56,0,leela,India,Maharashtra,Male,2005-02-06,,0,,,1231.0,med,0,0,,7
3698-IZIBJ,2022-11-17,Organic,2026-11-17,Premium,Monthly,,,25.99,1749,39,0,lakshmi,India,Maharashtra,Female,1996-06-04,,0,,,1391.0,low,0,0,,4
3701-OEQGS,2023-01-22,Organic,2027-01-22,Premium,Annual,,,22.99,1691,17,0,juhi,India,Delhi,Male,1998-11-03,,0,,,1325.0,low,0,0,,1
3710-SMANB,2023-08-25,Paid,2025-08-25,Basic,Monthly,2024-12-18,Technical problems,6.99,84,83,1,naveen,India,Uttar Pradesh,Female,1979-01-07,2023-11-07,1,20.0,1.0,481.0,high,1,1,20.0,10
3716-TYNCM,2023-07-30,Paid,2027-07-30,Standard,Monthly,,,13.99,706,64,0,swati,India,Tamil Nadu,Female,2007-06-06,2025-08-07,1,80.0,1.0,1136.0,med,1,1,80.0,8
3727-GNJKJ,2021-01-05,Refferal,2027-01-05,Basic,Annual,,,6.99,701,22,0,trisha,India,Telangana,Female,2007-09-20,2024-07-06,0,90.0,1.0,2072.0,low,1,0,90.0,2
3739-QCTFX,2023-02-01,Paid,2027-02-01,Premium,Monthly,,,25.99,1620,78,0,gaurav,India,Uttar Pradesh,Male,1983-04-02,2024-09-19,1,60.0,1.0,1315.0,high,1,1,60.0,10
3744-NBDTJ,2026-05-22,Organic,2027-05-22,Standard,Annual,,,13.99,485,12,0,leela,India,Gujarat,Male,1961-08-14,,0,,,109.0,low,0,0,,1
3764-ZPLOU,2021-05-31,Paid,2022-05-31,Premium,Annual,2021-07-01,Poor service quality,25.99,60,27,1,neha,India,Gujarat,Female,1982-08-20,,0,,,31.0,low,0,0,,2
3790-YUYSK,2022-04-16,Organic,2027-04-16,Basic,Annual,,,6.99,512,27,0,raghav,India,Delhi,Male,1986-03-02,,0,,,1606.0,low,0,0,,2
3800-GAYYG,2021-09-26,Paid,2026-09-26,Basic,Annual,,,7.99,598,50,0,lalita,India,Tamil Nadu,Male,1976-02-20,2025-08-21,1,30.0,2.0,1808.0,med,2,1,55.0,6
3801-DEXAI,2021-08-18,Paid,2027-08-18,Premium,Annual,,,25.99,2397,46,0,trisha,India,Telangana,Female,1981-06-24,2025-02-19,0,100.0,1.0,1847.0,low,1,0,100.0,5
3807-LOLTG,2025-06-15,Organic,2027-06-15,Standard,Monthly,,,15.99,373,47,0,lakshmi,India,Telangana,Female,1989-08-18,2025-07-28,0,70.0,1.0,450.0,low,1,0,70.0,5
3808-AHVJB,2019-10-09,Organic,2026-10-09,Premium,Annual,,,22.99,2949,4,0,deepak,India,Delhi,Female,1979-02-21,,0,,,2526.0,low,0,0,,1
3818-BXGCQ,2019-08-21,Refferal,2027-08-21,Premium,Annual,,,25.99,2286,12,0,kabir,India,Delhi,Male,2007-10-31,2020-03-13,0,90.0,1.0,2575.0,low,1,0,90.0,1
3835-NRYWZ,2025-08-26,Paid,2027-08-26,Standard,Annual,,,13.99,574,43,0,tarun,India,West Bengal,Male,1996-04-04,2026-06-08,1,30.0,1.0,378.0,low,1,1,30.0,5
3837-MHRJO,2025-02-16,Paid,2027-02-16,Standard,Annual,,,15.99,742,37,0,sonal,India,Gujarat,Female,1975-06-03,2025-02-27,0,60.0,1.0,569.0,low,1,0,60.0,4
3842-IPMWN,2024-12-07,Paid,2025-12-07,Standard,Monthly,2025-11-23,Billing issue,13.99,157,64,1,madhavi,India,Karnataka,Male,1991-02-25,2025-09-08,0,40.0,1.0,351.0,med,1,0,40.0,8
3886-JBWGZ,2019-10-23,Paid,2026-10-23,Premium,Monthly,,,22.99,1911,50,0,sanjay,India,Uttar Pradesh,Male,2005-08-01,,0,,,2512.0,med,0,0,,6
3887-BIYTV,2020-01-19,Organic,2027-01-19,Premium,Monthly,,,25.99,1773,39,0,vikram,India,Haryana,Male,2002-03-05,,0,,,2424.0,low,0,0,,4
3897-VNMGO,2024-10-19,Refferal,2026-10-19,Basic,Monthly,,,7.99,252,52,0,vaishnavi,India,Maharashtra,Male,1966-12-28,2025-06-07,0,70.0,1.0,689.0,med,1,0,70.0,6
3933-NVLJD,2022-03-14,Refferal,2027-03-14,Standard,Annual,,,15.99,1198,40,0,raghav,India,Punjab,Male,1992-03-31,2022-09-21,1,40.0,1.0,1639.0,low,1,1,40.0,4
3942-KXODS,2024-12-15,Organic,2026-12-15,Basic,Annual,,,6.99,370,31,0,prateek,India,Karnataka,Male,2006-12-08,,0,,,632.0,low,0,0,,3
3963-ENDKO,2026-06-02,Organic,2027-06-02,Standard,Monthly,,,15.99,206,52,0,sneha,India,Uttar Pradesh,Female,1973-05-12,2026-06-17,0,70.0,1.0,98.0,med,1,0,70.0,6
3974-ZIFDF,2025-01-18,Paid,2027-01-18,Premium,Monthly,,,25.99,840,66,0,harsh,India,Tamil Nadu,Male,1982-10-23,,0,,,598.0,med,0,0,,9
3987-PEFAT,2026-02-19,Paid,2027-02-19,Premium,Annual,,,25.99,716,26,0,juhi,India,Maharashtra,Female,1986-01-16,,0,,,201.0,low,0,0,,2
4017-QFIKQ,2020-08-26,Organic,2024-08-26,Standard,Monthly,2024-06-09,Poor service quality,13.99,672,65,1,tarun,India,Haryana,Male,1965-03-27,2023-04-14,0,50.0,2.0,1383.0,med,2,0,55.0,8
4019-YIFJN,2021-02-04,Paid,2027-02-04,Basic,Annual,,,6.99,476,52,0,farah,India,Uttar Pradesh,Female,1992-11-24,2025-10-04,0,80.0,1.0,2042.0,med,1,0,80.0,6
4022-WMDWI,2025-05-17,Paid,2027-05-17,Basic,Annual,,,7.99,417,57,0,pragya,India,Bihar,Male,1980-02-11,2026-06-03,0,90.0,1.0,479.0,med,1,0,90.0,7
4041-AKONN,2022-08-25,Paid,2026-08-25,Basic,Monthly,2026-02-14,Billing issue,6.99,286,96,1,mohan,India,Delhi,Male,1972-10-02,2024-03-24,0,60.0,3.0,1269.0,high,3,1,46.7,10
4073-DFWZT,2025-03-24,Organic,2026-03-24,Basic,Monthly,2026-01-09,Moved to family plan,6.99,60,84,1,chitra,India,Punjab,Male,1978-06-17,2025-12-27,1,10.0,3.0,291.0,high,3,1,20.0,10
4092-KKVIE,2022-08-30,Organic,2027-08-30,Premium,Annual,,,25.99,1765,32,0,ravi,India,Madhya Pradesh,Male,1998-12-02,2025-01-22,1,60.0,1.0,1470.0,low,1,1,60.0,3
4093-AMYKC,2020-04-23,Paid,2021-04-23,Standard,Monthly,2020-12-23,Billing issue,13.99,100,68,1,sneha,India,Telangana,Male,1975-11-25,2020-06-29,1,20.0,1.0,244.0,med,1,1,20.0,9
4093-WHQLN,2020-06-04,Refferal,2027-06-04,Basic,Annual,,,6.99,651,9,0,dinesh,India,Karnataka,Female,1972-10-05,2021-10-16,0,70.0,1.0,2287.0,low,1,0,70.0,1
4101-LOUMV,2020-10-04,Paid,2026-10-04,Standard,Monthly,2026-03-18,Billing issue,13.99,875,61,1,sanjay,India,West Bengal,Female,2002-06-21,,0,,,1991.0,med,0,0,,8
4102-JXCTT,2024-12-21,Organic,2026-12-21,Basic,Monthly,,,7.99,232,61,0,lakshmi,India,Telangana,Male,2000-06-17,,0,,,626.0,med,0,0,,8
4115-EJCUE,2025-05-01,Refferal,2027-05-01,Basic,Monthly,,,6.99,172,62,0,sunita,India,Madhya Pradesh,Male,1975-02-24,,0,,,495.0,med,0,0,,8
4116-INTHY,2025-07-18,Organic,2027-07-18,Premium,Annual,,,25.99,888,18,0,imran,India,Tamil Nadu,Female,2002-11-03,,0,,,417.0,low,0,0,,1
4133-ALGIL,2025-10-13,Paid,2026-10-13,Basic,Annual,2026-04-19,Poor service quality,6.99,60,68,1,mohan,India,Delhi,Female,1965-04-03,2026-02-13,1,20.0,2.0,188.0,med,2,1,35.0,9
4135-WWKIN,2022-04-27,Organic,2027-04-27,Standard,Annual,,,13.99,1255,14,0,ananya,India,Karnataka,Male,2002-12-31,2026-06-06,0,100.0,1.0,1595.0,low,1,0,100.0,1
4139-SSLHR,2022-01-01,Paid,2027-01-01,Standard,Monthly,,,13.99,912,50,0,siddharth,India,West Bengal,Female,1961-09-17,2022-03-12,0,80.0,1.0,1711.0,med,1,0,80.0,6
4147-FCKNE,2020-05-28,Paid,2027-05-28,Basic,Annual,,,7.99,808,14,0,amit,India,Odisha,Male,1975-10-31,,0,,,2294.0,low,0,0,,1
4149-ZGCPQ,2026-01-17,Refferal,2027-01-17,Basic,Monthly,2026-04-07,No longer needed,6.99,60,63,1,zoya,India,Maharashtra,Female,1986-11-18,2026-03-28,0,20.0,2.0,80.0,med,2,0,40.0,8
4150-WNJUW,2024-10-19,Organic,2026-10-19,Basic,Annual,,,6.99,343,42,0,pragya,India,Rajasthan,Male,1995-06-03,2026-07-16,1,40.0,1.0,689.0,low,1,1,40.0,4
4158-SRZMI,2021-07-04,Paid,2027-07-04,Basic,Annual,,,6.99,633,34,0,kartik,India,Madhya Pradesh,Male,1991-02-08,2022-06-23,0,80.0,1.0,1892.0,low,1,0,80.0,3
4168-ZCZEH,2021-11-02,Organic,2026-11-02,Premium,Monthly,,,25.99,1751,49,0,mayank,India,Maharashtra,Male,1972-05-03,2024-09-04,0,90.0,1.0,1771.0,low,1,0,90.0,6
4234-KOTPG,2023-08-24,Refferal,2027-08-24,Standard,Annual,,,13.99,916,15,0,anjali,India,Maharashtra,Female,1971-02-25,,0,,,1111.0,low,0,0,,1
4249-UNZQH,2025-08-08,Organic,2027-08-08,Standard,Monthly,,,13.99,348,43,0,trisha,India,West Bengal,Male,1997-05-31,2026-08-01,0,50.0,1.0,396.0,low,1,0,50.0,5
4280-KYCUX,2023-03-30,Paid,2027-03-30,Standard,Monthly,2026-04-19,No longer needed,13.99,448,80,1,leela,India,Gujarat,Female,1981-12-13,,0,,,1116.0,high,0,0,,10
4284-EGTVU,2025-06-19,Paid,2027-06-19,Premium,Monthly,,,25.99,762,53,0,mira,India,Maharashtra,Female,1960-08-28,,0,,,446.0,med,0,0,,6
4292-PNRUK,2022-11-16,Organic,2026-11-16,Basic,Annual,,,6.99,489,21,0,pallavi,India,Kerala,Female,1995-03-08,,0,,,1392.0,low,0,0,,1
4301-ENWZL,2020-04-09,Organic,2027-04-09,Premium,Monthly,,,22.99,2429,51,0,siddharth,India,Uttar Pradesh,Male,1974-12-17,2024-06-28,1,50.0,1.0,2343.0,med,1,1,50.0,6
4308-XHPDW,2025-04-18,Organic,2027-04-18,Basic,Annual,,,7.99,358,31,0,vishal,India,Haryana,Male,1999-11-28,,0,,,508.0,low,0,0,,3
4310-TLAFZ,2025-11-06,Paid,2026-11-06,Premium,Monthly,2026-01-06,No longer needed,25.99,64,68,1,isha,India,Punjab,Male,1967-03-04,2025-12-04,1,20.0,1.0,61.0,med,1,1,20.0,9
4334-UEFKX,2021-06-09,Refferal,2027-06-09,Basic,Annual,,,7.99,811,41,0,ritu,India,Kerala,Female,1999-12-10,2026-05-21,0,80.0,1.0,1917.0,low,1,0,80.0,4
4351-CZFIL,2026-07-07,Paid,2027-07-07,Basic,Annual,,,7.99,230,41,0,vishal,India,Uttar Pradesh,Female,1993-01-16,,0,,,63.0,low,0,0,,4
4352-UVKXH,2019-09-09,Refferal,2020-09-09,Standard,Monthly,2020-06-09,Moved to family plan,13.99,115,58,1,meera,India,Delhi,Male,1985-03-31,,0,,,274.0,med,0,0,,7
4366-VSWKJ,2021-03-04,Organic,2027-03-04,Basic,Annual,,,7.99,674,25,0,varun,India,Uttar Pradesh,Female,1990-05-05,,0,,,2014.0,low,0,0,,2
4367-DOACB,2023-10-26,Organic,2025-10-26,Premium,Annual,2025-05-12,Too expensive,22.99,453,26,1,kartik,India,Maharashtra,Male,1999-06-21,2025-04-27,0,40.0,1.0,564.0,low,1,0,40.0,2
4368-QTXPC,2024-02-09,Refferal,2027-02-09,Standard,Monthly,,,15.99,682,55,0,chitra,India,Gujarat,Male,1977-11-30,,0,,,942.0,med,0,0,,7
